claim_id,customer_id,policy_type,premium_amount,claim_amount,incident_type,incident_severity,claim_date,settlement_days,region,policy_tenure_years,customer_age,fraud_reported,claim_status
CL200772,CU300772,Auto,1182.7,35290.69,Collision,Total Loss,2024-08-23,38,AB,8,33,0,Approved
CL200773,CU300773,Auto,1656.09,2573.03,Injury,Minor,2025-10-25,13,ON,10,32,0,Pending
CL200774,CU300774,Auto,1426.28,9473.74,Collision,Moderate,2025-01-28,15,ON,9,48,0,Pending
CL200775,CU300775,Health,1557.51,1589.9,Theft,Minor,2024-11-25,22,ON,1,75,0,Approved
CL200776,CU300776,Life,1499.49,8411.49,Fire,Moderate,2024-07-14,13,BC,15,38,1,Approved
CL200777,CU300777,Life,1406.72,4688.85,Theft,Moderate,2025-07-12,31,SK,15,62,0,Approved
CL200778,CU300778,Auto,907.85,9896.63,Collision,Moderate,2025-09-07,10,BC,8,62,0,Rejected
CL200779,CU300779,Home,1523.96,8067.17,Collision,Moderate,2025-12-17,21,SK,9,64,0,Approved
CL200780,CU300780,Home,709.37,40641.93,Injury,Total Loss,2025-08-21,24,ON,3,55,0,Approved
CL200781,CU300781,Auto,1167.78,14463.7,Weather,Major,2024-03-05,32,ON,12,62,0,Approved
CL200782,CU300782,Home,1655.47,51551.6,Water Damage,Total Loss,2025-10-03,27,QC,8,63,0,Approved
CL200783,CU300783,Auto,1949.67,3898.99,Injury,Minor,2025-03-18,21,ON,5,59,0,Approved
CL200784,CU300784,Life,2436.75,35856.2,Theft,Total Loss,2025-01-09,42,AB,5,51,0,Approved
CL200785,CU300785,Auto,1270.13,3322.68,Injury,Minor,2024-07-04,15,QC,2,24,0,Pending
CL200786,CU300786,Health,1086.65,2288.68,Weather,Minor,2025-01-04,15,ON,12,48,0,Approved
CL200787,CU300787,Health,1669.36,4513.78,Collision,Moderate,2025-08-07,18,ON,1,63,0,Approved
CL200788,CU300788,Health,2235.39,3057.05,Water Damage,Minor,2025-03-06,34,QC,9,39,0,Approved
CL200789,CU300789,Auto,2093.75,13366.68,Water Damage,Major,2024-03-15,30,ON,13,33,0,Approved
CL200790,CU300790,Auto,1015.27,3417.15,Collision,Minor,2025-07-05,32,ON,1,54,0,Approved
CL200791,CU300791,Life,1390.99,9053.8,Injury,Moderate,2025-07-29,19,BC,3,26,0,Approved
CL200792,CU300792,Auto,1807.15,2664.66,Collision,Minor,2025-05-05,32,BC,12,61,0,Pending
CL200793,CU300793,Auto,1836.28,2625.51,Water Damage,Minor,2024-05-26,25,ON,13,76,0,Approved
CL200794,CU300794,Life,1698.58,22986.01,Weather,Major,2024-08-03,36,BC,2,47,0,Pending
CL200795,CU300795,Health,1261.53,7538.15,Collision,Moderate,2024-11-28,8,AB,4,20,0,Rejected
CL200796,CU300796,Health,1694.85,2216.88,Injury,Minor,2025-09-26,7,QC,10,35,0,Approved
CL200797,CU300797,Auto,1840.33,10366.88,Fire,Major,2025-08-17,41,BC,9,20,0,Pending
CL200798,CU300798,Home,1058.55,22832.85,Collision,Major,2024-03-10,41,AB,8,46,0,Approved
CL200799,CU300799,Health,2008.7,7718.22,Injury,Moderate,2024-02-19,43,MB,4,37,0,Approved
CL200800,CU300800,Auto,1866.62,4428.96,Injury,Minor,2024-02-06,8,QC,9,64,0,Approved
CL200801,CU300801,Auto,1138.38,31140.64,Fire,Total Loss,2025-11-08,35,QC,1,68,0,Approved
CL200802,CU300802,Auto,1838.46,7591.99,Injury,Moderate,2025-09-22,12,ON,14,44,0,Approved
CL200803,CU300803,Home,1791.51,2727.85,Collision,Minor,2024-06-07,14,ON,9,76,0,Pending
CL200804,CU300804,Auto,1807.48,2955.53,Collision,Minor,2025-10-30,16,SK,6,45,0,Approved
CL200805,CU300805,Health,2111.91,1823.18,Weather,Minor,2024-12-31,24,BC,6,25,0,Approved
CL200806,CU300806,Auto,1445.61,31308.15,Collision,Total Loss,2024-08-16,25,AB,6,72,0,Pending
CL200807,CU300807,Auto,1589.24,39415.83,Theft,Total Loss,2025-06-20,31,AB,7,42,0,Pending
CL200808,CU300808,Life,450.0,6347.78,Water Damage,Moderate,2024-02-20,28,MB,3,71,0,Pending
CL200809,CU300809,Life,1918.65,8548.77,Injury,Moderate,2024-03-31,31,BC,10,62,0,Approved
CL200810,CU300810,Health,1878.23,18487.45,Fire,Major,2024-07-05,37,ON,3,74,0,Approved
CL200811,CU300811,Life,2019.53,7787.67,Weather,Moderate,2025-03-20,25,ON,5,57,0,Approved
CL200812,CU300812,Auto,1056.59,9256.23,Water Damage,Moderate,2025-09-04,20,SK,14,53,0,Approved
CL200813,CU300813,Home,1854.06,29962.89,Injury,Total Loss,2025-01-11,26,BC,9,32,0,Approved
CL200814,CU300814,Auto,1877.87,1483.7,Collision,Minor,2024-11-16,26,ON,14,35,0,Pending
CL200815,CU300815,Home,1176.62,2313.56,Fire,Minor,2025-03-03,12,SK,10,38,0,Rejected
CL200816,CU300816,Health,1893.51,13839.2,Collision,Major,2024-01-09,32,BC,12,37,0,Rejected
CL200817,CU300817,Health,1644.48,2833.56,Collision,Moderate,2025-04-28,11,ON,2,54,0,Approved
CL200818,CU300818,Auto,736.84,2425.32,Collision,Minor,2025-08-10,21,AB,8,70,0,Approved
CL200819,CU300819,Auto,1695.48,2639.32,Weather,Minor,2024-11-03,12,BC,6,21,0,Approved
CL200820,CU300820,Life,1127.77,9000.69,Injury,Moderate,2025-04-17,17,AB,1,55,0,Pending
CL200821,CU300821,Home,746.11,4766.95,Water Damage,Moderate,2024-08-06,15,BC,2,63,0,Approved
CL200822,CU300822,Auto,1603.95,18446.17,Theft,Major,2025-11-14,24,BC,3,45,0,Pending
CL200823,CU300823,Auto,1422.56,23685.58,Theft,Major,2024-05-14,30,QC,1,35,0,Rejected
CL200824,CU300824,Auto,2039.6,5873.69,Collision,Moderate,2024-04-10,2,ON,7,44,0,Approved
CL200825,CU300825,Auto,1526.32,8050.99,Collision,Moderate,2025-11-16,5,ON,1,67,0,Approved
CL200826,CU300826,Auto,1776.98,10131.53,Collision,Moderate,2025-01-05,28,QC,13,72,0,Pending
CL200827,CU300827,Home,1663.7,1196.31,Water Damage,Minor,2024-10-20,22,SK,9,59,0,Approved
CL200828,CU300828,Home,1878.8,7534.4,Collision,Moderate,2025-08-18,14,BC,15,47,0,Approved
CL200829,CU300829,Home,1077.71,9279.26,Injury,Moderate,2024-07-25,30,AB,2,57,0,Approved
CL200830,CU300830,Auto,1533.39,16232.41,Collision,Major,2024-08-03,25,AB,2,58,1,Approved
CL200831,CU300831,Auto,1390.89,24989.27,Fire,Major,2024-02-08,26,MB,14,64,0,Rejected
CL200832,CU300832,Auto,1724.55,2943.96,Injury,Minor,2025-01-13,14,MB,6,27,0,Approved
CL200833,CU300833,Health,1557.44,26917.56,Water Damage,Major,2025-07-02,48,ON,12,23,0,Approved
CL200834,CU300834,Health,1192.1,8141.63,Collision,Moderate,2025-12-21,23,AB,3,39,0,Rejected
CL200835,CU300835,Auto,1308.07,3796.78,Water Damage,Minor,2025-01-20,23,ON,1,34,0,Approved
CL200836,CU300836,Home,2142.37,7588.0,Collision,Moderate,2024-02-24,25,QC,8,55,0,Pending
CL200837,CU300837,Home,738.37,11106.31,Injury,Major,2024-05-19,14,BC,9,49,0,Rejected
CL200838,CU300838,Home,1747.93,5763.24,Collision,Moderate,2024-07-24,16,AB,2,73,0,Approved
CL200839,CU300839,Health,1971.41,8995.99,Fire,Moderate,2025-10-14,25,BC,1,64,0,Approved
CL200840,CU300840,Life,1693.11,8957.43,Injury,Moderate,2025-02-27,21,QC,4,27,0,Approved
CL200841,CU300841,Auto,2277.82,6391.22,Injury,Moderate,2025-11-12,41,SK,2,69,0,Approved
CL200842,CU300842,Home,1844.18,10536.43,Injury,Moderate,2025-09-08,16,BC,15,64,0,Approved
CL200843,CU300843,Home,1611.33,6306.22,Collision,Moderate,2025-10-04,29,SK,15,41,0,Approved
CL200844,CU300844,Home,1253.97,20328.36,Injury,Major,2024-07-23,38,ON,1,22,0,Approved
CL200845,CU300845,Auto,1619.12,7851.2,Theft,Moderate,2025-02-13,22,QC,7,65,0,Pending
CL200846,CU300846,Home,1736.31,1568.67,Collision,Minor,2024-02-14,24,MB,6,30,0,Approved
CL200847,CU300847,Auto,1451.47,6783.44,Collision,Moderate,2024-09-29,18,ON,1,31,0,Approved
CL200848,CU300848,Health,1138.01,29996.86,Collision,Major,2024-08-16,13,AB,10,46,0,Approved
CL200849,CU300849,Home,944.23,5192.36,Collision,Moderate,2024-04-28,24,BC,13,23,0,Approved
CL200850,CU300850,Auto,1527.87,21150.79,Weather,Major,2024-02-15,35,QC,10,42,0,Approved
CL200851,CU300851,Life,828.27,1691.93,Collision,Minor,2024-10-02,26,ON,14,33,0,Approved
CL200852,CU300852,Health,1251.95,5171.93,Weather,Moderate,2024-02-21,22,BC,10,22,0,Rejected
CL200853,CU300853,Home,450.0,10871.99,Collision,Major,2025-03-22,40,ON,9,72,0,Pending
CL200854,CU300854,Life,1799.87,8844.5,Injury,Moderate,2024-07-21,13,BC,15,34,0,Approved
CL200855,CU300855,Health,1934.7,5292.08,Collision,Moderate,2024-06-14,34,BC,11,51,0,Pending
CL200856,CU300856,Auto,1483.16,9484.29,Collision,Moderate,2024-03-21,12,MB,12,67,0,Approved
CL200857,CU300857,Home,2219.21,15322.15,Weather,Major,2024-12-04,30,ON,12,47,0,Approved
CL200858,CU300858,Home,2015.9,7250.88,Water Damage,Moderate,2024-05-03,27,BC,1,36,0,Approved
CL200859,CU300859,Home,1651.51,7806.31,Water Damage,Moderate,2025-02-22,16,ON,12,62,0,Pending
CL200860,CU300860,Life,1402.45,3830.92,Theft,Moderate,2025-12-20,28,SK,12,59,0,Rejected
CL200861,CU300861,Home,1303.25,7399.15,Water Damage,Moderate,2025-06-17,18,BC,8,19,0,Approved
CL200862,CU300862,Auto,1686.25,7685.8,Weather,Moderate,2024-03-25,22,BC,9,67,0,Approved
CL200863,CU300863,Home,1390.68,9234.43,Water Damage,Moderate,2024-03-07,19,ON,13,25,0,Pending
CL200864,CU300864,Health,1680.26,1828.35,Collision,Minor,2025-09-30,16,AB,3,62,0,Approved
CL200865,CU300865,Auto,1711.43,13882.21,Collision,Major,2025-09-24,51,AB,8,24,0,Approved
CL200866,CU300866,Auto,1353.58,8292.71,Collision,Moderate,2024-09-21,13,AB,12,22,0,Approved
CL200867,CU300867,Auto,1910.23,3488.67,Injury,Minor,2024-11-28,2,AB,4,26,0,Approved
CL200868,CU300868,Health,1354.01,2085.25,Collision,Minor,2024-10-02,14,ON,4,62,0,Approved
CL200869,CU300869,Auto,1458.96,4579.0,Collision,Moderate,2025-02-28,22,BC,1,45,0,Pending
CL200870,CU300870,Auto,1039.44,6379.21,Weather,Moderate,2024-06-01,18,ON,5,54,1,Approved
CL200871,CU300871,Auto,1336.34,5013.89,Water Damage,Moderate,2025-11-17,30,QC,6,35,0,Approved
CL200872,CU300872,Home,2356.44,7779.65,Weather,Moderate,2024-10-21,30,AB,15,26,0,Approved
CL200873,CU300873,Auto,1071.84,12557.63,Injury,Major,2024-05-02,28,BC,2,65,0,Approved
CL200874,CU300874,Auto,1633.84,3181.03,Collision,Minor,2024-08-07,6,SK,10,68,0,Pending
CL200875,CU300875,Health,1259.11,7416.73,Water Damage,Moderate,2025-10-07,9,ON,1,68,0,Approved
CL200876,CU300876,Auto,520.16,8968.04,Collision,Moderate,2024-07-29,21,ON,12,22,0,Pending
CL200877,CU300877,Auto,1684.77,803.68,Collision,Minor,2025-08-10,7,ON,8,73,0,Approved
CL200878,CU300878,Home,1216.43,16246.97,Theft,Total Loss,2025-07-13,28,SK,7,50,0,Pending
CL200879,CU300879,Auto,1584.0,24515.07,Collision,Major,2025-12-26,44,AB,15,30,0,Approved
CL200880,CU300880,Auto,1865.68,1996.34,Weather,Minor,2024-04-21,24,AB,12,30,0,Approved
CL200881,CU300881,Auto,1548.53,1473.53,Weather,Minor,2024-10-13,21,QC,2,48,0,Approved
CL200882,CU300882,Auto,1587.89,16978.4,Collision,Major,2025-09-06,22,AB,4,54,0,Pending
CL200883,CU300883,Home,1085.47,2669.64,Collision,Minor,2024-04-02,23,ON,5,21,0,Approved
CL200884,CU300884,Life,1746.87,17203.61,Collision,Major,2024-01-25,29,AB,10,48,0,Approved
CL200885,CU300885,Auto,1370.33,2827.61,Collision,Minor,2024-01-11,23,ON,13,33,0,Approved
CL200886,CU300886,Home,610.66,7651.7,Water Damage,Moderate,2024-02-29,28,ON,10,73,0,Pending
CL200887,CU300887,Life,1797.44,2696.11,Weather,Minor,2025-08-01,29,ON,7,55,0,Approved
CL200888,CU300888,Home,1925.85,9642.81,Collision,Moderate,2024-09-11,22,ON,12,40,0,Approved
CL200889,CU300889,Health,2072.07,2490.07,Collision,Minor,2024-04-09,26,AB,12,43,0,Pending
CL200890,CU300890,Home,2361.75,6914.58,Injury,Moderate,2025-05-28,16,BC,2,68,0,Approved
CL200891,CU300891,Home,1774.88,22046.17,Injury,Major,2024-08-11,41,QC,9,59,0,Approved
CL200892,CU300892,Life,1665.87,2886.86,Water Damage,Minor,2024-04-11,13,AB,11,41,0,Pending
CL200893,CU300893,Auto,1908.45,5230.4,Collision,Moderate,2025-12-21,19,ON,10,68,0,Approved
CL200894,CU300894,Life,1077.46,2435.52,Fire,Minor,2025-03-02,32,ON,4,55,0,Approved
CL200895,CU300895,Home,747.77,7858.93,Collision,Moderate,2024-11-18,17,ON,3,22,0,Approved
CL200896,CU300896,Home,1249.66,2089.22,Injury,Minor,2025-11-03,9,BC,5,56,0,Approved
CL200897,CU300897,Home,1986.44,5943.22,Theft,Moderate,2024-06-17,17,QC,6,74,0,Pending
CL200898,CU300898,Auto,1172.34,10987.05,Injury,Major,2025-03-06,44,ON,14,69,0,Approved
CL200899,CU300899,Auto,1645.56,3470.79,Collision,Major,2025-07-03,11,AB,10,21,0,Approved
CL200900,CU300900,Life,1690.78,16114.64,Injury,Major,2024-01-05,32,SK,13,71,0,Approved
CL200901,CU300901,Home,1552.59,2589.1,Collision,Minor,2024-07-17,15,AB,1,76,0,Approved
CL200902,CU300902,Health,913.39,1733.21,Injury,Minor,2024-03-10,19,QC,12,28,0,Approved
CL200903,CU300903,Auto,1593.94,3464.51,Collision,Minor,2025-01-22,18,AB,3,56,0,Approved
CL200904,CU300904,Auto,1272.95,4948.47,Injury,Moderate,2025-05-11,30,ON,9,63,0,Rejected
CL200905,CU300905,Auto,2165.2,3138.77,Collision,Minor,2024-04-24,21,ON,6,21,0,Approved
CL200906,CU300906,Auto,1927.49,20110.1,Weather,Major,2024-04-13,40,AB,13,67,0,Approved
CL200907,CU300907,Home,1287.76,51499.97,Injury,Total Loss,2024-12-02,43,QC,11,42,0,Pending
CL200908,CU300908,Life,2191.61,2877.89,Theft,Minor,2024-10-16,21,BC,7,36,0,Approved
CL200909,CU300909,Health,1594.36,1487.61,Collision,Minor,2024-03-20,18,ON,8,34,0,Approved
CL200910,CU300910,Home,747.91,9066.56,Theft,Moderate,2025-05-12,24,QC,11,48,0,Rejected
CL200911,CU300911,Auto,1417.11,10327.26,Collision,Moderate,2025-07-18,26,ON,11,66,0,Pending
CL200912,CU300912,Home,2136.82,3526.46,Weather,Moderate,2024-11-08,11,ON,9,67,0,Approved
CL200913,CU300913,Home,1105.67,2947.39,Collision,Minor,2024-09-23,23,BC,11,32,0,Approved
CL200914,CU300914,Health,1421.34,22335.99,Collision,Major,2024-04-26,29,AB,12,67,0,Approved
CL200915,CU300915,Home,878.86,6582.86,Collision,Moderate,2024-08-20,17,SK,1,67,0,Approved
CL200916,CU300916,Auto,945.52,804.63,Collision,Minor,2025-01-05,15,ON,6,22,0,Approved
CL200917,CU300917,Auto,1099.62,2292.83,Collision,Minor,2025-12-26,15,ON,14,37,0,Approved
CL200918,CU300918,Life,934.49,15071.41,Injury,Major,2024-05-15,42,ON,5,19,0,Pending
CL200919,CU300919,Health,1190.32,3570.84,Collision,Minor,2025-08-28,18,ON,13,77,0,Approved
CL200920,CU300920,Life,2180.08,17553.5,Water Damage,Major,2025-01-01,41,AB,9,46,0,Pending
CL200921,CU300921,Auto,1434.85,6191.87,Injury,Moderate,2025-02-08,22,AB,5,34,0,Approved
CL200922,CU300922,Home,1779.92,26744.85,Theft,Total Loss,2024-08-07,21,ON,6,71,0,Approved
CL200923,CU300923,Auto,1908.46,19641.77,Injury,Major,2025-11-20,33,BC,8,59,0,Approved
CL200924,CU300924,Life,984.46,18286.62,Weather,Major,2024-02-16,20,AB,2,74,0,Approved
CL200925,CU300925,Auto,1100.76,14018.68,Weather,Major,2024-06-03,36,ON,5,66,0,Approved
CL200926,CU300926,Health,1771.64,7517.48,Collision,Moderate,2024-08-19,19,ON,11,75,0,Approved
CL200927,CU300927,Auto,1183.6,2109.92,Weather,Minor,2025-02-22,29,ON,14,31,0,Pending
CL200928,CU300928,Auto,1743.83,1919.17,Collision,Moderate,2024-11-04,34,QC,15,31,0,Pending
CL200929,CU300929,Auto,2154.48,8309.32,Fire,Moderate,2025-11-09,5,ON,6,23,0,Approved
CL200930,CU300930,Home,838.74,8123.44,Collision,Moderate,2024-05-14,17,AB,12,39,0,Approved
CL200931,CU300931,Health,1300.09,7391.49,Theft,Moderate,2025-02-19,10,QC,6,51,0,Rejected
CL200932,CU300932,Life,1366.73,2190.27,Weather,Minor,2024-12-19,40,ON,13,52,0,Approved
CL200933,CU300933,Home,1228.93,6858.76,Collision,Moderate,2024-08-12,17,ON,14,58,0,Approved
CL200934,CU300934,Home,1194.65,3073.5,Collision,Minor,2024-01-17,9,MB,7,62,0,Pending
CL200935,CU300935,Health,1243.31,5761.65,Injury,Moderate,2025-08-15,41,AB,10,67,0,Approved
CL200936,CU300936,Auto,1443.59,8684.91,Collision,Moderate,2024-05-26,14,ON,14,49,0,Approved
CL200937,CU300937,Health,1519.25,10566.77,Collision,Major,2024-04-11,16,BC,3,35,0,Approved
CL200938,CU300938,Health,1850.43,7329.6,Theft,Moderate,2025-02-20,11,AB,4,44,0,Approved
CL200939,CU300939,Home,1439.45,18129.82,Water Damage,Major,2024-04-20,32,ON,10,70,0,Approved
CL200940,CU300940,Auto,1919.63,40984.06,Injury,Total Loss,2025-04-11,31,BC,3,67,0,Approved
CL200941,CU300941,Auto,1201.44,1856.75,Weather,Minor,2025-06-17,13,AB,12,73,0,Pending
CL200942,CU300942,Auto,945.43,5412.77,Injury,Moderate,2024-06-16,17,ON,4,50,0,Approved
CL200943,CU300943,Life,1322.0,1523.85,Weather,Minor,2024-02-20,21,BC,6,64,0,Approved
CL200944,CU300944,Home,1644.25,15143.66,Injury,Major,2024-03-11,43,ON,13,43,0,Pending
CL200945,CU300945,Home,1811.4,7500.62,Weather,Moderate,2024-02-06,24,AB,8,19,0,Approved
CL200946,CU300946,Home,2063.3,1241.51,Injury,Minor,2024-12-19,16,ON,12,62,0,Approved
CL200947,CU300947,Health,1571.88,2189.96,Weather,Minor,2024-10-03,19,ON,10,24,0,Approved
CL200948,CU300948,Auto,1766.27,8197.15,Collision,Moderate,2025-07-21,28,ON,8,56,0,Rejected
CL200949,CU300949,Auto,2024.89,2427.98,Collision,Minor,2024-10-17,36,QC,8,77,0,Approved
CL200950,CU300950,Health,1122.72,7147.4,Collision,Moderate,2025-04-20,11,SK,13,20,0,Pending
CL200951,CU300951,Auto,1361.74,10409.26,Fire,Major,2024-12-08,41,AB,15,62,0,Approved
CL200952,CU300952,Auto,2613.78,2429.97,Water Damage,Minor,2024-11-08,18,ON,1,70,0,Approved
CL200953,CU300953,Home,1809.68,7056.22,Injury,Moderate,2025-06-24,6,MB,8,55,0,Pending
CL200954,CU300954,Auto,1664.49,6679.09,Injury,Moderate,2025-01-06,5,ON,12,59,0,Approved
CL200955,CU300955,Life,1825.35,2606.96,Weather,Minor,2025-02-19,33,SK,10,72,0,Pending
CL200956,CU300956,Health,889.02,2283.61,Water Damage,Minor,2024-11-24,34,QC,8,64,0,Approved
CL200957,CU300957,Life,1178.33,2180.77,Injury,Minor,2025-06-04,16,QC,12,21,0,Approved
CL200958,CU300958,Life,1024.83,22683.65,Collision,Total Loss,2024-08-10,29,AB,8,64,0,Approved
CL200959,CU300959,Auto,1625.82,8909.94,Fire,Moderate,2024-02-06,5,BC,3,63,0,Approved
CL200960,CU300960,Auto,1295.03,4595.75,Theft,Moderate,2024-11-05,28,ON,5,32,0,Approved
CL200961,CU300961,Health,1490.06,18796.05,Collision,Major,2024-08-18,31,ON,1,57,0,Rejected
CL200962,CU300962,Auto,1319.37,3769.24,Collision,Minor,2025-10-16,7,QC,11,68,0,Pending
CL200963,CU300963,Life,766.91,3271.0,Collision,Minor,2025-12-06,23,SK,15,69,0,Pending
CL200964,CU300964,Auto,1821.69,2856.56,Collision,Minor,2024-06-07,8,BC,6,70,0,Approved
CL200965,CU300965,Home,709.88,19258.7,Collision,Major,2024-11-08,36,ON,11,64,0,Approved
CL200966,CU300966,Home,1144.39,6749.57,Water Damage,Moderate,2024-11-11,11,MB,15,26,0,Pending
CL200967,CU300967,Life,897.5,5233.35,Theft,Moderate,2024-06-11,24,MB,6,47,0,Approved
CL200968,CU300968,Home,1080.51,2322.32,Injury,Minor,2024-01-08,15,QC,14,32,0,Approved
CL200969,CU300969,Home,1534.78,20897.37,Collision,Major,2025-12-25,10,ON,1,23,0,Approved
CL200970,CU300970,Auto,1968.71,19964.16,Water Damage,Major,2025-04-21,40,SK,11,34,0,Rejected
CL200971,CU300971,Home,794.38,8545.9,Injury,Moderate,2024-10-27,30,ON,3,72,0,Pending
CL200972,CU300972,Health,1215.97,3353.77,Water Damage,Minor,2024-05-14,16,AB,12,54,0,Approved
CL200973,CU300973,Home,715.4,6689.42,Fire,Moderate,2024-12-15,23,AB,1,64,0,Rejected
CL200974,CU300974,Health,1195.73,2634.3,Weather,Minor,2024-07-17,25,ON,13,48,0,Pending
CL200975,CU300975,Auto,1480.19,1170.65,Theft,Minor,2024-06-12,25,QC,6,40,0,Approved
CL200976,CU300976,Auto,1772.17,11422.15,Theft,Moderate,2025-11-30,37,ON,4,47,0,Approved
CL200977,CU300977,Life,560.2,6188.86,Injury,Moderate,2025-04-24,25,ON,9,77,0,Approved
CL200978,CU300978,Auto,1681.23,21284.53,Collision,Major,2024-08-13,28,ON,15,35,0,Approved
CL200979,CU300979,Home,1041.49,2209.83,Collision,Minor,2024-05-31,25,QC,3,37,0,Approved
CL200980,CU300980,Home,939.2,2193.58,Injury,Minor,2025-07-15,17,AB,5,68,0,Approved
CL200981,CU300981,Life,1478.34,6535.48,Collision,Moderate,2025-03-21,11,ON,10,40,0,Approved
CL200982,CU300982,Auto,1713.4,4559.57,Injury,Moderate,2025-09-15,32,BC,2,72,0,Approved
CL200983,CU300983,Auto,1407.81,2138.78,Collision,Moderate,2025-07-06,26,ON,15,76,0,Approved
CL200984,CU300984,Health,990.89,9272.99,Theft,Moderate,2024-10-20,4,ON,8,22,0,Pending
CL200985,CU300985,Home,1407.59,2881.99,Collision,Minor,2025-04-21,15,ON,15,58,0,Approved
CL200986,CU300986,Home,1145.43,5204.92,Fire,Moderate,2024-10-04,28,ON,7,24,0,Pending
CL200987,CU300987,Auto,1703.69,36049.12,Injury,Total Loss,2024-03-06,17,SK,13,70,0,Rejected
CL200988,CU300988,Auto,1901.65,3076.75,Injury,Minor,2024-01-24,14,MB,5,25,0,Pending
CL200989,CU300989,Life,1874.81,5641.68,Collision,Moderate,2024-02-28,45,BC,7,71,0,Approved
CL200990,CU300990,Health,1441.71,2788.29,Theft,Minor,2025-11-02,18,AB,6,64,0,Pending
CL200991,CU300991,Life,1921.52,3204.76,Injury,Minor,2025-09-06,31,AB,9,50,0,Pending
CL200992,CU300992,Life,1021.19,10750.7,Collision,Major,2024-10-12,45,BC,4,31,0,Pending
CL200993,CU300993,Home,2198.8,8045.49,Collision,Moderate,2025-10-22,13,BC,8,34,0,Approved
CL200994,CU300994,Home,1018.84,2755.07,Fire,Minor,2025-06-22,23,MB,13,44,0,Approved
CL200995,CU300995,Home,597.35,10685.68,Injury,Moderate,2024-04-09,40,SK,3,68,0,Approved
CL200996,CU300996,Health,2023.48,2889.92,Theft,Minor,2024-06-13,25,BC,12,71,0,Approved
CL200997,CU300997,Home,1151.74,6194.67,Collision,Moderate,2024-10-01,42,QC,13,48,0,Pending
CL200998,CU300998,Auto,1499.03,16512.25,Water Damage,Major,2025-08-10,25,MB,1,32,0,Approved
CL200999,CU300999,Life,1017.06,3916.38,Water Damage,Minor,2025-04-22,37,ON,11,52,0,Pending
CL201000,CU301000,Home,2442.71,6304.49,Weather,Moderate,2024-10-13,21,MB,8,68,0,Approved
CL201001,CU301001,Health,2215.16,8148.85,Injury,Moderate,2025-09-01,18,SK,10,50,0,Approved
CL201002,CU301002,Auto,2099.55,16798.56,Water Damage,Major,2024-08-25,37,SK,5,71,0,Approved
CL201003,CU301003,Home,1487.11,3256.88,Weather,Minor,2025-10-25,20,QC,4,19,0,Approved
CL201004,CU301004,Health,1861.89,9216.11,Injury,Moderate,2025-06-10,20,ON,5,48,0,Approved
CL201005,CU301005,Health,1427.72,2484.13,Fire,Minor,2025-05-25,25,BC,3,21,0,Rejected
CL201006,CU301006,Auto,1921.32,2215.27,Collision,Minor,2024-03-04,5,SK,7,55,0,Approved
CL201007,CU301007,Auto,1277.54,2198.57,Injury,Minor,2024-04-17,14,BC,14,55,0,Approved
CL201008,CU301008,Health,2115.58,3614.57,Injury,Moderate,2025-12-18,28,ON,12,37,0,Approved
CL201009,CU301009,Life,1256.43,2570.39,Collision,Minor,2025-07-14,30,BC,3,65,0,Approved
CL201010,CU301010,Auto,1304.14,32720.35,Weather,Total Loss,2024-07-06,34,ON,9,75,0,Approved
CL201011,CU301011,Auto,1254.06,5400.38,Injury,Moderate,2025-09-19,23,AB,2,45,0,Rejected
CL201012,CU301012,Home,1530.83,8752.55,Collision,Major,2024-08-12,35,QC,1,44,0,Approved
CL201013,CU301013,Auto,1286.96,2644.4,Injury,Minor,2024-09-13,30,ON,10,30,0,Approved
CL201014,CU301014,Auto,1654.65,2732.84,Collision,Minor,2024-08-09,8,ON,5,20,0,Pending
CL201015,CU301015,Home,1247.99,7773.5,Weather,Moderate,2024-12-26,16,ON,11,42,0,Approved
CL201016,CU301016,Home,1782.13,5059.72,Water Damage,Moderate,2025-07-10,20,ON,3,45,0,Approved
CL201017,CU301017,Auto,2087.71,7777.68,Injury,Moderate,2024-05-01,23,QC,2,64,0,Rejected
CL201018,CU301018,Auto,1482.57,17099.94,Injury,Major,2025-12-07,12,MB,11,69,0,Approved
CL201019,CU301019,Life,2381.7,8694.4,Injury,Moderate,2024-08-10,10,MB,4,25,0,Approved
CL201020,CU301020,Home,1923.56,13086.9,Fire,Major,2025-12-07,31,ON,1,27,0,Rejected
CL201021,CU301021,Health,2348.06,3305.14,Weather,Minor,2025-09-26,30,MB,12,52,0,Approved
CL201022,CU301022,Auto,1424.3,9959.57,Theft,Moderate,2025-02-03,17,ON,11,41,0,Approved
CL201023,CU301023,Health,752.19,7227.51,Fire,Moderate,2024-03-05,15,ON,14,60,0,Approved
CL201024,CU301024,Health,1153.42,7791.2,Fire,Moderate,2025-02-22,26,QC,9,38,0,Approved
CL201025,CU301025,Auto,1196.26,8536.43,Fire,Moderate,2025-07-10,18,ON,8,43,0,Approved
CL201026,CU301026,Home,1049.73,4989.62,Theft,Moderate,2025-12-17,29,ON,11,45,0,Pending
CL201027,CU301027,Health,527.72,15549.23,Theft,Major,2024-03-12,29,QC,12,54,0,Rejected
CL201028,CU301028,Auto,1880.35,2628.96,Theft,Minor,2025-06-27,11,BC,10,23,0,Pending
CL201029,CU301029,Health,668.79,3918.83,Collision,Minor,2024-08-01,34,QC,5,71,0,Rejected
